Ticker,Date,Open,High,Low,Close,Adj Close,Volume,Daily return,Percentage Return,7 Day Moving Average
NFLX,2023-03-08,309.2900085,311.8299866,305.75,311.7900085,311.7900085,3479500,2.5,0.808302865,#DIV/0!
NFLX,2023-03-09,312.0799866,312.5100098,294.8800049,297.7799988,297.7799988,7443400,-14.29998779,-4.582154707,#DIV/0!
NFLX,2023-03-10,297.8999939,298.7900085,289,292.7600098,292.7600098,5759300,-5.139984131,-1.72540592,#DIV/0!
NFLX,2023-03-13,287.3399963,299.2399902,285.3299866,293.5100098,293.5100098,6292400,6.170013428,2.147286666,#DIV/0!
NFLX,2023-03-14,295.9700012,297.4500122,290.3099976,294.9400024,294.9400024,5956700,-1.029998779,-0.34800783,#DIV/0!
NFLX,2023-03-15,292.5100098,306.3099976,292.2799988,303.7900085,303.7900085,9215300,11.27999878,3.856277872,#DIV/0!
NFLX,2023-03-16,304.75,316.6000061,301.7099915,310.0599976,310.0599976,7903700,5.309997559,1.742411012,#DIV/0!
NFLX,2023-03-17,310.0599976,310.7600098,300,303.5,303.5,6918800,-6.559997559,-2.115718767,#DIV/0!
NFLX,2023-03-20,299.7900085,307.5,296,305.1300049,305.1300049,5113400,5.339996338,1.7812456,#DIV/0!
NFLX,2023-03-21,306.3200073,307.9200134,300.4299927,305.7900085,305.7900085,4886300,-0.529998779,-0.173021274,#DIV/0!
NFLX,2023-03-22,306.3099976,306.4500122,293.5400085,293.8999939,293.8999939,5808000,-12.41000366,-4.051452372,#DIV/0!
NFLX,2023-03-23,304.6799927,322.7799988,304.1400146,320.3699951,320.3699951,15653300,15.69000244,5.149666148,#DIV/0!
NFLX,2023-03-24,320.6300049,331.8299866,320.6300049,328.3900146,328.3900146,12991700,7.760009766,2.420238171,#DIV/0!
NFLX,2023-03-27,327.5499878,336.4400024,324.4100037,327.6600037,327.6600037,8625800,0.110015869,0.033587505,#DIV/0!
NFLX,2023-03-28,326.0599976,333.3200073,321.2799988,323.519989,323.519989,6489400,-2.540008545,-0.779000357,#DIV/0!
NFLX,2023-03-29,326.2900085,332.8500061,325.730011,332.0299988,332.0299988,6287300,5.739990234,1.75916825,#DIV/0!
NFLX,2023-03-30,340.269989,343.2900085,335.2999878,338.4299927,338.4299927,7131500,-1.839996338,-0.540745995,#DIV/0!
NFLX,2023-03-31,340.0499878,345.8399963,337.2000122,345.480011,345.480011,5610200,5.430023193,1.596830874,#DIV/0!
NFLX,2023-04-03,341.8299866,348.5799866,340.3999939,348.2799988,348.2799988,4413700,6.450012207,1.886906492,#DIV/0!
NFLX,2023-04-04,348.4899902,349.7999878,343.9500122,346.75,346.75,3298100,-1.739990234,-0.499294179,#DIV/0!
NFLX,2023-04-05,345.2999878,345.4299927,336.25,342.3500061,342.3500061,4205500,-2.949981689,-0.854324296,#DIV/0!
NFLX,2023-04-06,339.3399963,340.480011,332.6300049,339.3299866,339.3299866,4660500,-0.010009766,-0.002949775,#DIV/0!
NFLX,2023-04-10,335.269989,339.8800049,333.3599854,338.9899902,338.9899902,2657900,3.720001221,1.109553895,#DIV/0!
NFLX,2023-04-11,343.4500122,347.1400146,337.6400146,338.2099915,338.2099915,4044800,-5.240020752,-1.52570114,#DIV/0!
NFLX,2023-04-12,340.8099976,342.7999878,330.0400085,331.0299988,331.0299988,3965400,-9.779998779,-2.869633769,#DIV/0!
NFLX,2023-04-13,339.9899902,346.4299927,338.75,346.1900024,346.1900024,7406400,6.200012207,1.823586689,#DIV/0!
NFLX,2023-04-14,342.9400024,344.8500061,336.4100037,338.6300049,338.6300049,5350500,-4.309997559,-1.256778891,#DIV/0!
NFLX,2023-04-17,338,338.3900146,327.5,332.7200012,332.7200012,6136000,-5.279998779,-1.562129816,#DIV/0!
NFLX,2023-04-18,335,337.1900024,330.5,333.7000122,333.7000122,17944500,-1.299987793,-0.388056058,#DIV/0!
NFLX,2023-04-19,324.2099915,325.75,316.1000061,323.1199951,323.1199951,22128300,-1.089996338,-0.336200724,#DIV/0!
NFLX,2023-04-20,320.3900146,331.4299927,318.3299866,325.3500061,325.3500061,9947800,4.959991455,1.548110499,#DIV/0!
NFLX,2023-04-21,323,328.2900085,319.5,327.980011,327.980011,6348000,4.980010986,1.541799067,#DIV/0!
NFLX,2023-04-24,330.2000122,334.6600037,326.75,329.019989,329.019989,5586600,-1.180023193,-0.357366187,#DIV/0!
NFLX,2023-04-25,328.5,328.6600037,321.1000061,322.5499878,322.5499878,5426600,-5.950012207,-1.811267034,#DIV/0!
NFLX,2023-04-26,321.3599854,325.8999939,320.4700012,321.1499939,321.1499939,4623200,-0.209991455,-0.065344618,#DIV/0!
NFLX,2023-04-27,324.2999878,327.4500122,317.4400024,325.8500061,325.8500061,5618800,1.550018311,0.477958177,#DIV/0!
NFLX,2023-04-28,325.2399902,330.8099976,324,329.9299927,329.9299927,4221900,4.690002441,1.442012847,#DIV/0!
NFLX,2023-05-01,329.4400024,331.230011,318.0899963,324.1199951,324.1199951,5341500,-5.320007324,-1.614863795,#DIV/0!
NFLX,2023-05-02,325,326.0700073,315.6199951,317.5499878,317.5499878,4318600,-7.450012207,-2.292311448,#DIV/0!
NFLX,2023-05-03,317.5499878,324.6199951,315.8500061,319.2999878,319.2999878,5064100,1.75,0.551094337,#DIV/0!
NFLX,2023-05-04,319.0100098,323.6099854,317.9500122,320.7799988,320.7799988,3879700,1.769989014,0.55483808,#DIV/0!
NFLX,2023-05-05,323.6099854,324.1499939,319.4400024,322.7600098,322.7600098,3988600,-0.849975586,-0.262654314,#DIV/0!
GOOG,2023-02-07,103.6299973,108.6699982,103.5479965,108.0400009,108.0400009,33738800,4.410003662,4.255528109,#DIV/0!
GOOG,2023-02-08,102.6900024,103.5800018,98.45500183,100,100,73546000,-2.690002441,-2.619536837,#DIV/0!
GOOG,2023-02-09,100.5400009,100.6100006,93.86000061,95.45999908,95.45999908,97798600,-5.080001831,-5.052717112,#DIV/0!
GOOG,2023-02-10,95.73999786,97.01999664,94.52999878,94.86000061,94.86000061,49325300,-0.879997253,-0.919153199,#DIV/0!
GOOG,2023-02-13,95.01000214,95.34999847,94.05000305,95,95,43116600,-0.010002136,-0.010527456,#DIV/0!
GOOG,2023-02-14,94.66000366,95.17500305,92.65000153,94.94999695,94.94999695,42513100,0.289993286,0.306352498,#DIV/0!
GOOG,2023-02-15,94.73999786,97.33999634,94.36000061,97.09999847,97.09999847,36964500,2.36000061,2.491028777,#DIV/0!
GOOG,2023-02-16,95.54000092,97.87999725,94.97000122,95.77999878,95.77999878,35642100,0.239997864,0.251201446,#DIV/0!
GOOG,2023-02-17,95.06999969,95.75,93.44999695,94.58999634,94.58999634,31095100,-0.480003357,-0.504894665,#DIV/0!
GOOG,2023-02-21,93.23999786,93.41500092,92,92.05000305,92.05000305,28367200,-1.189994812,-1.276270741,#DIV/0!
GOOG,2023-02-22,91.93399811,92.36000061,90.87000275,91.80000305,91.80000305,29891100,-0.133995056,-0.145751364,#DIV/0!
GOOG,2023-02-23,92.12999725,92.12999725,90.01000214,91.06999969,91.06999969,32423700,-1.059997559,-1.150545523,#DIV/0!
GOOG,2023-02-24,89.62999725,90.12999725,88.86000061,89.34999847,89.34999847,31295600,-0.279998779,-0.312394051,#DIV/0!
GOOG,2023-02-27,90.08999634,90.44999695,89.61000061,90.09999847,90.09999847,22724300,0.010002136,0.011102383,#DIV/0!
GOOG,2023-02-28,89.54000092,91.44999695,89.51999664,90.30000305,90.30000305,30546900,0.760002136,0.848785044,#DIV/0!
GOOG,2023-03-01,90.16000366,91.19999695,89.84999847,90.51000214,90.51000214,26323900,0.349998474,0.38819705,#DIV/0!
GOOG,2023-03-02,89.86000061,92.48000336,89.76999664,92.30999756,92.30999756,23328600,2.449996948,2.726459973,#DIV/0!
GOOG,2023-03-03,92.73999786,94.11000061,92.66000366,94.01999664,94.01999664,30242500,1.279998779,1.380201433,#DIV/0!
GOOG,2023-03-06,94.36000061,96.30000305,94.30000305,95.58000183,95.58000183,28288200,1.220001221,1.292922014,#DIV/0!
GOOG,2023-03-07,95.41999817,96.08999634,93.84400177,94.16999817,94.16999817,24101500,-1.25,-1.309997929,#DIV/0!
GOOG,2023-03-08,94.40499878,96.23999786,94.40499878,94.65000153,94.65000153,25395200,0.245002747,0.259523065,#DIV/0!
GOOG,2023-03-09,94.48999786,95.91999817,92.35500336,92.66000366,92.66000366,24438900,-1.829994202,-1.936706787,#DIV/0!
GOOG,2023-03-10,92.5,93.18000031,90.80000305,91.01000214,91.01000214,32850100,-1.489997864,-1.610808501,#DIV/0!
